year,id,age,income,anual_hours,number_children,treatment
1991.0,1351001.0,55.0,34053.7,1912.0,0.0,0
1983.0,1351001.0,47.0,19493.92,2120.0,1.0,0
1980.0,1351001.0,44.0,15550.6,2270.0,2.0,0
1990.0,1351001.0,54.0,27585.5,1944.0,0.0,0
1996.0,1351001.0,60.0,48582.6,2008.0,0.0,0
1989.0,1351001.0,53.0,25288.87,2036.0,1.0,0
1987.0,1351001.0,51.0,21431.4,2180.0,1.0,0
1978.0,1351001.0,42.0,13251.4,2459.0,2.0,0
1995.0,1351001.0,59.0,44579.71,1976.0,0.0,0
1992.0,1351001.0,56.0,35059.32,1960.0,0.0,0
1994.0,1351001.0,58.0,25197.86,1986.0,0.0,0
1981.0,1351001.0,45.0,16632.9,2210.0,2.0,0
1986.0,1351001.0,50.0,21541.73,2168.0,1.0,0
1985.0,1351001.0,49.0,19070.0,1512.0,1.0,0
1993.0,1351001.0,57.0,35655.5,2016.0,0.0,0
1988.0,1351001.0,52.0,21790.8,2180.0,1.0,0
1982.0,1351001.0,46.0,16822.69,2392.0,1.0,0
1979.0,1351001.0,43.0,14177.16,2712.0,2.0,0
1987.0,1351003.0,27.0,35675.1,2250.0,0.0,0
1995.0,1351003.0,35.0,78101.84,2400.0,2.0,0
1989.0,1351003.0,29.0,42054.0,2480.0,0.0,0
1992.0,1351003.0,32.0,76871.4,2700.0,1.0,0
1996.0,1351003.0,36.0,80146.1,2000.0,2.0,0
1993.0,1351003.0,33.0,78803.75,2280.0,2.0,0
1978.0,1351003.0,18.0,13251.4,375.0,2.0,0
1991.0,1351003.0,31.0,62113.05,2765.0,1.0,0
1997.0,1351003.0,37.0,83466.78,2129.6,2.0,0
1990.0,1351003.0,30.0,52977.4,2450.0,1.0,0
1985.0,1351003.0,25.0,32791.0,2250.0,0.0,0
1988.0,1351003.0,28.0,43594.0,1992.0,0.0,0
1986.0,1351003.0,26.0,31206.55,2520.0,0.0,0
1994.0,1351003.0,34.0,99624.9,2450.0,2.0,0
1987.0,1351171.0,28.0,27299.75,2594.0,4.0,0
1989.0,1351171.0,30.0,39623.35,2904.0,4.0,0
1990.0,1351171.0,31.0,44677.9,1980.0,3.0,0
1986.0,1351171.0,27.0,24642.9,1834.0,3.0,0
1991.0,1351171.0,32.0,28019.08,2054.0,3.0,0
1985.0,1351171.0,26.0,23905.0,1960.0,3.0,0
1984.0,1351171.0,25.0,21282.74,2402.0,2.0,0
1988.0,1351171.0,29.0,33092.3,2580.0,4.0,0
1992.0,1351171.0,33.0,46562.84,3438.0,3.0,0
1989.0,1351174.0,27.0,42054.0,2223.0,0.0,0
1990.0,1351174.0,28.0,52977.4,2520.0,1.0,0
1987.0,1351174.0,25.0,35675.1,2205.0,0.0,0
1997.0,1351174.0,35.0,83466.78,2151.0,2.0,0
1995.0,1351174.0,33.0,78101.84,2232.0,2.0,0
1992.0,1351174.0,30.0,76871.4,2490.0,1.0,0
1988.0,1351174.0,26.0,43594.0,2115.0,0.0,0
1985.0,1351174.0,23.0,32791.0,1875.0,0.0,0
1986.0,1351174.0,24.0,31206.55,1928.0,0.0,0
1991.0,1351174.0,29.0,62113.05,2470.0,1.0,0
1996.0,1351174.0,34.0,80146.1,2410.0,2.0,0
1993.0,1351174.0,31.0,78803.75,2205.0,2.0,0
1994.0,1351174.0,32.0,99624.9,2303.0,2.0,0
1991.0,1353001.0,66.0,57516.5,0.0,0.0,0
1988.0,1353001.0,63.0,50583.85,16.0,0.0,0
1984.0,1353001.0,59.0,49311.3,2860.0,0.0,0
1987.0,1353001.0,62.0,57497.5,1176.0,0.0,0
1978.0,1353001.0,53.0,27362.4,1448.0,0.0,0
1980.0,1353001.0,55.0,34573.18,1860.0,0.0,0
1983.0,1353001.0,58.0,39887.15,2435.0,0.0,0
1981.0,1353001.0,56.0,39991.66,2400.0,0.0,0
1989.0,1353001.0,64.0,52394.5,0.0,0.0,0
1994.0,1353001.0,69.0,58251.92,0.0,0.0,0
1982.0,1353001.0,57.0,38845.08,2325.0,0.0,0
1990.0,1353001.0,65.0,55905.2,0.0,0.0,0
1986.0,1353001.0,61.0,53748.05,1379.0,0.0,0
1993.0,1353001.0,68.0,53168.5,0.0,0.0,0
1992.0,1353001.0,67.0,60456.0,0.0,0.0,0
1985.0,1353001.0,60.0,52281.0,1988.0,0.0,0
1979.0,1353001.0,54.0,32851.9,960.0,0.0,0
1994.0,1353171.0,44.0,43598.2,1924.0,1.0,0
1978.0,1353171.0,28.0,13142.87,2280.0,2.0,0
1987.0,1353171.0,37.0,38290.89,2208.0,2.0,0
1993.0,1353171.0,43.0,58575.43,1964.0,1.0,0
1982.0,1353171.0,32.0,21586.91,2152.0,2.0,0
1984.0,1353171.0,34.0,29221.02,2208.0,2.0,0
1991.0,1353171.0,41.0,46318.5,2224.0,2.0,0
1981.0,1353171.0,31.0,19961.32,2176.0,2.0,0
1985.0,1353171.0,35.0,30579.0,2276.0,2.0,0
1997.0,1353171.0,47.0,75002.69,2074.0,0.0,0
1979.0,1353171.0,29.0,14218.89,2150.0,2.0,0
1992.0,1353171.0,42.0,48192.77,2204.0,2.0,0
1980.0,1353171.0,30.0,14724.0,2064.0,2.0,0
1995.0,1353171.0,45.0,51921.46,2435.0,0.0,0
1989.0,1353171.0,39.0,39946.49,2196.0,2.0,0
1986.0,1353171.0,36.0,33317.0,2208.0,2.0,0
1988.0,1353171.0,38.0,42577.82,2140.0,2.0,0
1990.0,1353171.0,40.0,40993.09,2128.0,2.0,0
1996.0,1353171.0,46.0,55712.35,2056.0,0.0,0
1983.0,1353171.0,33.0,21418.13,2136.0,2.0,0
1979.0,1355001.0,53.0,23238.2,2310.0,1.0,1
1989.0,1355001.0,63.0,21600.34,2225.0,0.0,1
1987.0,1355001.0,61.0,29156.33,2270.0,0.0,1
1994.0,1355001.0,68.0,53664.56,0.0,0.0,1
1988.0,1355001.0,62.0,24405.77,2349.0,0.0,1
1982.0,1355001.0,56.0,29207.18,2000.0,0.0,1
1993.0,1355001.0,67.0,50924.4,204.0,0.0,1
1985.0,1355001.0,59.0,34036.0,2285.0,0.0,1
1991.0,1355001.0,65.0,23131.45,2214.0,0.0,1
1986.0,1355001.0,60.0,31815.54,1920.0,0.0,1
1978.0,1355001.0,52.0,37486.49,2585.0,1.0,1
1981.0,1355001.0,55.0,37327.1,2400.0,1.0,1
1983.0,1355001.0,57.0,28389.43,2165.0,0.0,1
1984.0,1355001.0,58.0,28850.43,1782.0,0.0,1
1990.0,1355001.0,64.0,30824.84,2632.0,0.0,1
1992.0,1355001.0,66.0,8640.41,139.0,0.0,1
1980.0,1355001.0,54.0,34686.6,2400.0,1.0,1
1995.0,1355001.0,69.0,43937.75,392.0,0.0,1
1986.0,1355006.0,22.0,7307.75,2134.0,0.0,0
1985.0,1355006.0,21.0,34036.0,0.0,0.0,0
1990.0,1355006.0,26.0,17897.0,3604.0,0.0,0
1995.0,1355006.0,31.0,26330.89,2600.0,0.0,0
1993.0,1355006.0,29.0,53164.5,2550.0,0.0,0
1994.0,1355006.0,30.0,32344.88,2340.0,0.0,0
1980.0,1355006.0,16.0,34686.6,0.0,1.0,0
1978.0,1355006.0,14.0,37486.49,0.0,1.0,0
1996.0,1355006.0,32.0,25328.89,2340.0,0.0,0
1981.0,1355006.0,17.0,37327.1,600.0,1.0,0
1982.0,1355006.0,18.0,29207.18,1000.0,0.0,0
1988.0,1355006.0,24.0,21349.5,2295.0,0.0,0
1987.0,1355006.0,23.0,21135.0,2268.0,0.0,0
1992.0,1355006.0,28.0,49148.5,3060.0,0.0,0
1997.0,1355006.0,33.0,34367.47,2600.0,0.0,0
1989.0,1355006.0,25.0,17411.0,2250.0,0.0,0
1979.0,1355006.0,15.0,23238.2,0.0,1.0,0
1991.0,1355006.0,27.0,33768.1,2268.0,0.0,0
1991.0,1355170.0,40.0,79029.8,3430.0,2.0,0
1994.0,1355170.0,43.0,99661.04,952.0,2.0,0
1988.0,1355170.0,37.0,57959.3,976.0,2.0,0
1989.0,1355170.0,38.0,65419.36,968.0,2.0,0
1997.0,1355170.0,46.0,106199.07,960.0,1.0,0
1990.0,1355170.0,39.0,74260.51,848.0,2.0,0
1993.0,1355170.0,42.0,93283.25,948.0,2.0,0
1995.0,1355170.0,44.0,102188.95,1808.8,1.0,0
1996.0,1355170.0,45.0,99110.68,948.0,1.0,0
1980.0,1355170.0,29.0,22209.84,3840.0,2.0,0
1985.0,1355170.0,34.0,44368.0,3587.0,2.0,0
1979.0,1355170.0,28.0,17314.51,2940.0,1.0,0
1987.0,1355170.0,36.0,50233.0,919.0,2.0,0
1982.0,1355170.0,31.0,13648.25,2805.0,2.0,0
1992.0,1355170.0,41.0,85287.9,1464.0,2.0,0
1983.0,1355170.0,32.0,31206.7,1344.0,2.0,0
1984.0,1355170.0,33.0,42937.6,1924.0,2.0,0
1981.0,1355170.0,30.0,25504.33,2450.0,2.0,0
1978.0,1355170.0,27.0,11643.48,4704.0,1.0,0
1986.0,1355170.0,35.0,45742.85,2480.0,2.0,0
1983.0,1358170.0,22.0,15061.8,2121.0,0.0,0
1984.0,1358170.0,23.0,14745.95,2295.0,1.0,0
1989.0,1358170.0,28.0,21072.95,2000.0,1.0,0
1982.0,1358170.0,21.0,13940.0,2189.0,0.0,0
1981.0,1358170.0,20.0,8509.48,2119.0,0.0,0
1986.0,1358170.0,25.0,16653.6,2245.0,1.0,0
1987.0,1358170.0,26.0,18764.88,2150.0,1.0,0
1985.0,1358170.0,24.0,18035.0,2000.0,1.0,0
1988.0,1358170.0,27.0,19554.0,2000.0,1.0,0
1990.0,1358170.0,29.0,21099.16,2100.0,1.0,0
1979.0,1363001.0,38.0,21584.83,3500.0,4.0,0
1984.0,1363001.0,43.0,47899.05,2350.0,2.0,0
1992.0,1363001.0,51.0,84878.8,2640.0,0.0,0
1981.0,1363001.0,40.0,30439.1,2400.0,4.0,0
1986.0,1363001.0,45.0,59862.06,2940.0,1.0,0
1980.0,1363001.0,39.0,26975.1,3500.0,4.0,0
1983.0,1363001.0,42.0,44898.6,2940.0,3.0,0
1989.0,1363001.0,48.0,85610.18,2640.0,1.0,0
1987.0,1363001.0,46.0,52078.9,2695.0,1.0,0
1982.0,1363001.0,41.0,38527.9,2880.0,4.0,0
1990.0,1363001.0,49.0,123805.0,2836.0,1.0,0
1985.0,1363001.0,44.0,52733.0,2400.0,2.0,0
1988.0,1363001.0,47.0,72219.35,2640.0,1.0,0
1978.0,1363001.0,37.0,10448.86,2575.0,4.0,0
1992.0,1363003.0,28.0,36999.0,3100.0,0.0,0
1987.0,1363003.0,23.0,52078.9,0.0,1.0,0
1991.0,1363003.0,27.0,36203.0,2650.0,0.0,0
1988.0,1363003.0,24.0,72219.35,1960.0,1.0,0
1982.0,1363003.0,18.0,38527.9,750.0,4.0,0
1979.0,1363003.0,15.0,21584.83,161.0,4.0,0
1995.0,1363003.0,31.0,62362.03,2500.0,0.0,0
1996.0,1363003.0,32.0,35415.97,3835.0,1.0,0
1990.0,1363003.0,26.0,20944.2,2600.0,0.0,0
1978.0,1363003.0,14.0,10448.86,120.0,4.0,0
1994.0,1363003.0,30.0,53295.98,5100.0,0.0,0
1984.0,1363003.0,20.0,47899.05,480.0,2.0,0
1997.0,1363003.0,33.0,48938.29,3500.0,1.0,0
1989.0,1363003.0,25.0,16746.9,2295.0,0.0,0
1981.0,1363003.0,17.0,30439.1,720.0,4.0,0
1993.0,1363003.0,29.0,48562.5,2600.0,0.0,0
1983.0,1363003.0,19.0,44898.6,480.0,3.0,0
1980.0,1363003.0,16.0,26975.1,0.0,4.0,0
1994.0,1376002.0,40.0,42456.19,1972.0,3.0,0
1995.0,1376002.0,41.0,40491.3,2740.02,2.0,0
1997.0,1376002.0,43.0,44008.59,1792.0,2.0,0
1981.0,1376002.0,27.0,13954.6,2984.0,2.0,0
1987.0,1376002.0,33.0,17348.0,696.0,3.0,0
1996.0,1376002.0,42.0,30068.3,1404.036,2.0,0
1986.0,1376002.0,32.0,12339.75,1260.0,3.0,0
1985.0,1376002.0,31.0,16887.0,2568.0,3.0,0
1978.0,1376002.0,24.0,9308.75,2000.0,1.0,0
1984.0,1376002.0,30.0,13884.4,2715.0,2.0,0
1993.0,1376002.0,39.0,44578.0,2250.0,3.0,0
1991.0,1376002.0,37.0,37320.5,1881.0,3.0,0
1992.0,1376002.0,38.0,40909.75,2550.0,3.0,0
1982.0,1376002.0,28.0,10200.0,2946.0,2.0,0
1990.0,1376002.0,36.0,33949.25,1753.0,3.0,0
1983.0,1376002.0,29.0,16275.85,2255.0,2.0,0
1989.0,1376002.0,35.0,35926.58,2097.0,3.0,0
1979.0,1376002.0,25.0,10226.52,2038.0,1.0,0
1988.0,1376002.0,34.0,31845.25,3020.0,3.0,0
1980.0,1376002.0,26.0,10884.87,2255.0,1.0,0
1982.0,1376170.0,28.0,10200.0,0.0,2.0,0
1986.0,1376170.0,32.0,12339.75,522.0,3.0,0
1996.0,1376170.0,42.0,30068.3,1753.8,2.0,0
1993.0,1376170.0,39.0,44578.0,2255.0,3.0,0
1983.0,1376170.0,29.0,16275.85,1041.0,2.0,0
1987.0,1376170.0,33.0,17348.0,396.0,3.0,0
1989.0,1376170.0,35.0,35926.58,2211.0,3.0,0
1997.0,1376170.0,43.0,44008.59,1856.0,2.0,0
1984.0,1376170.0,30.0,13884.4,91.0,2.0,0
1994.0,1376170.0,40.0,42456.19,1850.68,3.0,0
1978.0,1376170.0,24.0,9308.75,0.0,1.0,0
1995.0,1376170.0,41.0,40491.3,1818.68,2.0,0
1988.0,1376170.0,34.0,31845.25,2460.0,3.0,0
1979.0,1376170.0,25.0,10226.52,21.0,1.0,0
1991.0,1376170.0,37.0,37320.5,2103.0,3.0,0
1981.0,1376170.0,27.0,13954.6,0.0,2.0,0
1985.0,1376170.0,31.0,16887.0,1374.0,3.0,0
1992.0,1376170.0,38.0,40909.75,2094.0,3.0,0
1990.0,1376170.0,36.0,33949.25,2182.0,3.0,0
1980.0,1376170.0,26.0,10884.87,40.0,1.0,0
1985.0,1377003.0,38.0,47260.0,2618.0,1.0,0
1984.0,1377003.0,37.0,43226.1,2760.0,1.0,0
1993.0,1377003.0,46.0,127617.25,2475.0,1.0,0
1979.0,1377003.0,32.0,24275.15,2970.0,1.0,0
1989.0,1377003.0,42.0,86447.5,2390.0,1.0,0
1996.0,1377003.0,49.0,115439.9,2585.0,0.0,0
1995.0,1377003.0,48.0,126652.19,2585.0,0.0,0
1982.0,1377003.0,35.0,36141.95,2618.0,1.0,0
1981.0,1377003.0,34.0,31041.33,2499.0,1.0,0
1997.0,1377003.0,50.0,119160.35,2585.0,0.0,0
1994.0,1377003.0,47.0,105580.12,2442.0,0.0,0
1987.0,1377003.0,40.0,63173.0,2680.0,1.0,0
1991.0,1377003.0,44.0,88109.55,2585.0,1.0,0
1983.0,1377003.0,36.0,41628.2,2868.0,1.0,0
1980.0,1377003.0,33.0,25197.32,3120.0,1.0,0
1978.0,1377003.0,31.0,21066.75,2922.0,1.0,0
1986.0,1377003.0,39.0,50716.2,2400.0,1.0,0
1992.0,1377003.0,45.0,116153.9,2453.0,1.0,0
1988.0,1377003.0,41.0,101729.3,2365.0,1.0,0
1990.0,1377003.0,43.0,85304.2,2380.0,1.0,0
1981.0,1377171.0,32.0,16005.82,2024.0,1.0,0
1989.0,1377171.0,40.0,55292.0,2037.0,3.0,0
1980.0,1377171.0,31.0,22272.35,1916.0,1.0,0
1986.0,1377171.0,37.0,31827.5,2254.0,3.0,0
1987.0,1377171.0,38.0,35854.1,2243.0,3.0,0
1979.0,1377171.0,30.0,19960.65,1965.0,0.0,0
1995.0,1377171.0,46.0,83393.76,2187.0,3.0,0
1996.0,1377171.0,47.0,89182.46,2283.0,3.0,0
1991.0,1377171.0,42.0,66297.05,2430.0,3.0,0
1993.0,1377171.0,44.0,82413.85,2300.0,3.0,0
1982.0,1377171.0,33.0,19074.15,2231.0,2.0,0
1984.0,1377171.0,35.0,32036.3,2409.0,3.0,0
1994.0,1377171.0,45.0,77278.86,2187.0,3.0,0
1985.0,1377171.0,36.0,27383.0,2244.0,3.0,0
1992.0,1377171.0,43.0,85110.9,2480.0,3.0,0
1988.0,1377171.0,39.0,42597.87,2042.0,3.0,0
1978.0,1377171.0,29.0,16997.0,1100.0,0.0,0
1983.0,1377171.0,34.0,23099.39,2250.0,2.0,0
1997.0,1377171.0,48.0,105801.82,2235.0,3.0,0
1990.0,1377171.0,41.0,59481.6,2005.0,3.0,0
1982.0,1381001.0,36.0,32974.9,3360.0,1.0,0
1979.0,1381001.0,33.0,23553.21,3675.0,0.0,0
1986.0,1381001.0,40.0,44220.4,3360.0,1.0,0
1980.0,1381001.0,34.0,29658.1,4016.0,1.0,0
1984.0,1381001.0,38.0,37058.0,3290.0,1.0,0
1987.0,1381001.0,41.0,35279.35,2688.0,1.0,0
1992.0,1381001.0,46.0,37774.0,4410.0,1.0,0
1981.0,1381001.0,35.0,28343.1,3360.0,1.0,0
1990.0,1381001.0,44.0,46545.4,2976.0,1.0,0
1991.0,1381001.0,45.0,34886.5,2805.0,1.0,0
1988.0,1381001.0,42.0,51775.6,3072.0,1.0,0
1989.0,1381001.0,43.0,54552.0,3640.0,1.0,0
1985.0,1381001.0,39.0,45678.0,3185.0,1.0,0
1983.0,1381001.0,37.0,24178.0,3728.0,1.0,0
1978.0,1381001.0,32.0,21893.9,3185.0,0.0,0
1988.0,1383002.0,27.0,24327.6,1296.0,3.0,0
1991.0,1383002.0,30.0,25556.5,2695.0,0.0,0
1978.0,1383002.0,17.0,15770.03,0.0,7.0,0
1989.0,1383002.0,28.0,30648.22,2156.0,3.0,0
1983.0,1383002.0,22.0,10719.57,2498.0,0.0,0
1987.0,1383002.0,26.0,12168.0,2060.0,3.0,0
1990.0,1383002.0,29.0,23400.53,2244.0,2.0,0
1979.0,1383002.0,18.0,17305.82,0.0,7.0,0
1984.0,1383002.0,23.0,13819.7,1500.0,0.0,0
1985.0,1383002.0,24.0,10427.0,1236.0,1.0,0
1986.0,1383002.0,25.0,10832.85,2038.0,2.0,0
1992.0,1383002.0,31.0,21829.5,2340.0,1.0,0
1980.0,1383002.0,19.0,25983.6,1350.0,6.0,0
1988.0,1383020.0,54.0,24101.5,3276.0,4.0,1
1983.0,1383020.0,49.0,16612.5,352.0,5.0,1
1985.0,1383020.0,51.0,27629.81,1656.0,4.0,1
1981.0,1383020.0,47.0,21514.6,1476.0,6.0,1
1994.0,1383020.0,60.0,6234.44,0.0,0.0,1
1991.0,1383020.0,57.0,29607.0,3480.0,1.0,1
1982.0,1383020.0,48.0,23993.5,1480.0,5.0,1
1986.0,1383020.0,52.0,27061.0,692.0,4.0,1
1979.0,1383020.0,45.0,17305.82,2664.0,7.0,1
1989.0,1383020.0,55.0,35056.0,3984.0,4.0,1
1984.0,1383020.0,50.0,26032.0,1214.0,4.0,1
1980.0,1383020.0,46.0,25983.6,1680.0,6.0,1
1978.0,1383020.0,44.0,15770.03,2520.0,7.0,1
1987.0,1383020.0,53.0,16234.2,126.0,4.0,1
1990.0,1383020.0,56.0,28149.65,3576.0,3.0,1
1985.0,1383170.0,21.0,10427.0,688.0,1.0,0
1984.0,1383170.0,20.0,13819.7,1040.0,0.0,0
1994.0,1383170.0,30.0,20445.57,0.0,3.0,0
1995.0,1383170.0,31.0,39978.7,2450.0,3.0,0
1997.0,1383170.0,33.0,46462.77,2450.0,3.0,0
1996.0,1383170.0,32.0,40921.75,2420.0,3.0,0
1983.0,1383170.0,19.0,10719.57,0.0,0.0,0
1987.0,1383170.0,23.0,12168.0,1512.0,3.0,0
1988.0,1383170.0,24.0,24327.6,2050.0,3.0,0
1989.0,1383170.0,25.0,30648.22,2120.0,3.0,0
1986.0,1383170.0,22.0,10832.85,288.0,2.0,0
1991.0,1383174.0,22.0,23342.25,1990.0,0.0,0
1992.0,1383174.0,23.0,16523.5,2802.0,1.0,0
1993.0,1383174.0,24.0,20513.5,2250.0,1.0,0
1996.0,1383174.0,27.0,26396.95,2352.0,2.0,0
1995.0,1383174.0,26.0,21543.0,2164.8,2.0,0
1997.0,1383174.0,28.0,37494.48,3172.0,2.0,0
1994.0,1383174.0,25.0,22030.6,2277.0,2.0,0
1991.0,1383175.0,23.0,21712.5,2476.0,0.0,0
1995.0,1383175.0,27.0,18499.9,2271.0,1.0,0
1994.0,1383175.0,26.0,17916.72,2116.0,1.0,0
1993.0,1383175.0,25.0,18437.0,2537.0,1.0,0
1992.0,1383175.0,24.0,15727.76,2737.0,0.0,0
1996.0,1383175.0,28.0,33695.42,2232.0,1.0,0
1995.0,1383177.0,41.0,39978.7,2205.0,3.0,0
1997.0,1383177.0,43.0,46462.77,2450.0,3.0,0
1994.0,1383177.0,40.0,20445.57,2440.0,3.0,0
1996.0,1383177.0,42.0,40921.75,2205.0,3.0,0
1979.0,1385001.0,53.0,20774.95,2500.0,0.0,0
1978.0,1385001.0,52.0,21774.84,3120.0,0.0,0
1981.0,1385001.0,55.0,20576.39,2400.0,0.0,0
1983.0,1385001.0,57.0,25762.31,3120.0,0.0,0
1982.0,1385001.0,56.0,23518.95,2385.0,0.0,0
1980.0,1385001.0,54.0,19268.23,2500.0,0.0,0
1982.0,1387001.0,38.0,43728.9,1840.0,2.0,0
1978.0,1387001.0,34.0,32420.5,2070.0,1.0,0
1987.0,1387001.0,43.0,124638.0,2420.0,3.0,0
1992.0,1387001.0,48.0,68203.8,1880.0,3.0,0
1988.0,1387001.0,44.0,89733.6,2490.0,3.0,0
1996.0,1387001.0,52.0,71067.58,2000.0,2.0,0
1985.0,1387001.0,41.0,92422.0,2400.0,2.0,0
1995.0,1387001.0,51.0,55078.7,1862.0,2.0,0
1991.0,1387001.0,47.0,53406.86,1673.0,3.0,0
1994.0,1387001.0,50.0,52317.58,1862.0,3.0,0
1986.0,1387001.0,42.0,119329.4,2400.0,2.0,0
1980.0,1387001.0,36.0,39430.18,1781.0,1.0,0
1981.0,1387001.0,37.0,40684.1,1773.0,1.0,0
1997.0,1387001.0,53.0,101374.0,1960.0,2.0,0
1983.0,1387001.0,39.0,63354.25,2160.0,2.0,0
1984.0,1387001.0,40.0,88675.05,2205.0,2.0,0
1993.0,1387001.0,49.0,54845.0,1692.0,3.0,0
1989.0,1387001.0,45.0,57134.46,1750.0,3.0,0
1990.0,1387001.0,46.0,51202.6,1750.0,3.0,0
1979.0,1387001.0,35.0,27584.8,1536.0,2.0,0
1979.0,1391030.0,9.0,8966.05,0.0,2.0,0
1997.0,1391030.0,27.0,21258.41,2550.0,0.0,0
1981.0,1391030.0,11.0,6762.56,0.0,2.0,0
1978.0,1391030.0,8.0,8623.55,0.0,2.0,0
1986.0,1391030.0,16.0,11040.8,0.0,2.0,0
1994.0,1391030.0,24.0,16077.68,2132.0,0.0,0
1993.0,1391030.0,23.0,5632.25,222.0,0.0,0
1982.0,1391030.0,12.0,6940.6,0.0,2.0,0
1996.0,1391030.0,26.0,26737.74,3570.0,0.0,0
1995.0,1391030.0,25.0,20086.65,2836.0,0.0,0
1992.0,1391030.0,22.0,25655.25,1040.0,0.0,0
1991.0,1391030.0,21.0,17194.5,0.0,0.0,0
1983.0,1391030.0,13.0,9999.45,0.0,2.0,0
1987.0,1391030.0,17.0,13869.5,0.0,2.0,0
1984.0,1391030.0,14.0,10792.45,0.0,2.0,0
1988.0,1391030.0,18.0,18006.35,210.0,1.0,0
1980.0,1391030.0,10.0,10708.55,0.0,2.0,0
1985.0,1391030.0,15.0,10545.0,0.0,2.0,0
1988.0,1397001.0,62.0,111276.6,2400.0,0.0,0
1981.0,1397001.0,55.0,42308.91,1974.0,1.0,0
1989.0,1397001.0,63.0,56039.0,680.0,0.0,0
1983.0,1397001.0,57.0,46627.2,2425.0,0.0,0
1979.0,1397001.0,53.0,36737.05,2275.0,1.0,0
1982.0,1397001.0,56.0,43493.95,2205.0,0.0,0
1984.0,1397001.0,58.0,44074.1,2325.0,0.0,0
1980.0,1397001.0,54.0,57412.58,2387.0,1.0,0
1992.0,1397001.0,66.0,66999.48,0.0,0.0,0
1990.0,1397001.0,64.0,50344.0,0.0,0.0,0
1991.0,1397001.0,65.0,60936.0,0.0,0.0,0
1986.0,1397001.0,60.0,49048.92,2425.0,0.0,0
1987.0,1397001.0,61.0,47586.86,2025.0,0.0,0
1994.0,1397001.0,68.0,51802.18,0.0,0.0,0
1993.0,1397001.0,67.0,49119.0,0.0,0.0,0
1978.0,1397001.0,52.0,27412.75,2607.0,1.0,0
1985.0,1397001.0,59.0,52143.0,2400.0,0.0,0
1995.0,1397004.0,39.0,47173.74,2450.0,3.0,0
1987.0,1397004.0,31.0,27118.25,2450.0,1.0,0
1990.0,1397004.0,34.0,40008.21,2842.0,2.0,0
1982.0,1397004.0,26.0,17109.5,2268.0,0.0,0
1984.0,1397004.0,28.0,25948.45,1688.0,0.0,0
1986.0,1397004.0,30.0,24773.4,2429.0,1.0,0
1992.0,1397004.0,36.0,44444.0,2366.0,3.0,0
1988.0,1397004.0,32.0,27042.0,2313.0,2.0,0
1994.0,1397004.0,38.0,45055.88,2750.0,3.0,0
1997.0,1397004.0,41.0,53867.15,2797.4,3.0,0
1979.0,1397004.0,23.0,36737.05,0.0,1.0,0
1996.0,1397004.0,40.0,54580.23,2695.0,3.0,0
1993.0,1397004.0,37.0,45009.25,2548.0,3.0,0
1981.0,1397004.0,25.0,16134.4,3090.0,0.0,0
1985.0,1397004.0,29.0,34206.0,2304.0,1.0,0
1983.0,1397004.0,27.0,24581.15,2520.0,0.0,0
1991.0,1397004.0,35.0,39520.5,2530.0,2.0,0
1980.0,1397004.0,24.0,57412.58,2040.0,1.0,0
1989.0,1397004.0,33.0,34256.55,2460.0,2.0,0
1983.0,1397170.0,36.0,20154.98,2010.0,1.0,0
1987.0,1397170.0,40.0,38075.5,1954.0,3.0,0
1978.0,1397170.0,31.0,7464.64,712.0,0.0,0
1979.0,1397170.0,32.0,10785.64,1907.0,1.0,0
1985.0,1397170.0,38.0,25068.42,2020.0,3.0,0
1981.0,1397170.0,34.0,16185.33,2150.0,1.0,0
1986.0,1397170.0,39.0,27811.63,1936.0,3.0,0
1995.0,1397170.0,48.0,72517.17,2600.0,6.0,0
1996.0,1397170.0,49.0,37849.96,2376.0,0.0,0
1984.0,1397170.0,37.0,20838.91,1744.0,2.0,0
1980.0,1397170.0,33.0,13304.51,2968.0,1.0,0
1982.0,1397170.0,35.0,21555.75,2095.0,1.0,0
1994.0,1397170.0,47.0,73550.51,2600.0,6.0,0
1997.0,1397170.0,50.0,70084.36,2142.0,0.0,0
1994.0,1397171.0,37.0,45055.88,2032.0,3.0,0
1996.0,1397171.0,39.0,54580.23,853.0,3.0,0
1985.0,1397171.0,28.0,34206.0,2134.0,1.0,0
1990.0,1397171.0,33.0,40008.21,2500.0,2.0,0
1988.0,1397171.0,31.0,27042.0,756.0,2.0,0
1995.0,1397171.0,38.0,47173.74,1260.0,3.0,0
1997.0,1397171.0,40.0,53867.15,2070.0,3.0,0
1982.0,1397171.0,25.0,17109.5,160.0,0.0,0
1984.0,1397171.0,27.0,25948.45,2580.0,0.0,0
1983.0,1397171.0,26.0,24581.15,2244.0,0.0,0
1993.0,1397171.0,36.0,45009.25,2470.0,3.0,0
1991.0,1397171.0,34.0,39520.5,2024.0,2.0,0
1989.0,1397171.0,32.0,34256.55,1984.0,2.0,0
1992.0,1397171.0,35.0,44444.0,2200.0,3.0,0
1986.0,1397171.0,29.0,24773.4,1680.0,1.0,0
1987.0,1397171.0,30.0,27118.25,1378.0,1.0,0
1994.0,1398170.0,30.0,20259.58,2173.6,0.0,0
1996.0,1398170.0,32.0,54809.17,3456.0,0.0,0
1985.0,1398170.0,21.0,9399.0,2080.0,1.0,0
